InspectionID,VehicleID,Date,Model,Shift,Station,Result,Defect,ReworkMinutes,UpdatedAt
DEMO-00446-1,DEMO-00446,2026-08-15,Compact B,B,Body,PASS,None,0,2026-08-15T16:00:00
DEMO-00133-3,DEMO-00133,2026-08-05,Compact A,A,Final,FAIL,Function check,39,2026-08-05T16:00:00
DEMO-00534-2,DEMO-00534,2026-08-18,Compact B,C,Paint,PASS,None,0,2026-08-18T16:00:00
DEMO-00763-3,DEMO-00763,2026-08-26,Compact A,A,Final,PASS,None,0,2026-08-26T16:00:00
DEMO-00512-3,DEMO-00512,2026-08-18,Compact B,B,Final,FAIL,Function check,15,2026-08-18T16:00:00
DEMO-00521-1,DEMO-00521,2026-08-18,Compact A,B,Body,PASS,None,0,2026-08-18T16:00:00
DEMO-00505-3,DEMO-00505,2026-08-17,Compact A,A,Final,PASS,None,0,2026-08-17T16:00:00
DEMO-00302-2,DEMO-00302,2026-08-11,Compact B,B,Paint,PASS,None,0,2026-08-11T16:00:00
DEMO-00450-1,DEMO-00450,2026-08-15,Compact B,C,Body,PASS,None,0,2026-08-15T16:00:00
DEMO-00572-2,DEMO-00572,2026-08-20,Compact B,B,Paint,PASS,None,0,2026-08-20T16:00:00
DEMO-00583-1,DEMO-00583,2026-08-20,Compact A,A,Body,FAIL,Panel gap,45,2026-08-20T16:00:00
DEMO-00411-1,DEMO-00411,2026-08-14,Compact A,C,Body,PASS,None,0,2026-08-14T16:00:00
DEMO-00024-1,DEMO-00024,2026-08-01,Compact B,C,Body,PASS,None,0,2026-08-01T16:00:00
DEMO-00640-2,DEMO-00640,2026-08-22,Compact B,A,Paint,PASS,None,0,2026-08-22T16:00:00
DEMO-00155-2,DEMO-00155,2026-08-06,Compact A,B,Paint,FAIL,Paint finish,15,2026-08-06T16:00:00
DEMO-00782-2,DEMO-00782,2026-08-27,Compact B,B,Paint,PASS,None,0,2026-08-27T16:00:00
DEMO-00371-1,DEMO-00371,2026-08-13,Compact A,B,Body,PASS,None,0,2026-08-13T16:00:00
DEMO-00504-1,DEMO-00504,2026-08-17,Compact B,C,Body,PASS,None,0,2026-08-17T16:00:00
DEMO-00810-2,DEMO-00810,2026-08-27,Compact B,C,Paint,PASS,None,0,2026-08-27T16:00:00
DEMO-00079-2,DEMO-00079,2026-08-03,Compact A,A,Paint,PASS,None,0,2026-08-03T16:00:00
DEMO-00622-3,DEMO-00622,2026-08-21,Compact B,A,Final,FAIL,Function check,16,2026-08-21T16:00:00
DEMO-00501-3,DEMO-00501,2026-08-17,Compact A,C,Final,PASS,None,0,2026-08-17T16:00:00
DEMO-00285-3,DEMO-00285,2026-08-10,Compact A,C,Final,FAIL,Fit and finish,31,2026-08-10T16:00:00
DEMO-00147-1,DEMO-00147,2026-08-05,Compact A,C,Body,PASS,None,0,2026-08-05T16:00:00
DEMO-00772-2,DEMO-00772,2026-08-26,Compact B,A,Paint,FAIL,Paint finish,47,2026-08-26T16:00:00
DEMO-00729-2,DEMO-00729,2026-08-25,Compact A,C,Paint,PASS,None,0,2026-08-25T16:00:00
DEMO-00770-2,DEMO-00770,2026-08-26,Compact B,B,Paint,PASS,None,0,2026-08-26T16:00:00
DEMO-00001-1,DEMO-00001,2026-08-01,Compact A,A,Body,PASS,None,0,2026-08-01T16:00:00
DEMO-00756-3,DEMO-00756,2026-08-26,Compact B,C,Final,PASS,None,0,2026-08-26T16:00:00
DEMO-00808-1,DEMO-00808,2026-08-27,Compact B,A,Body,PASS,None,0,2026-08-27T16:00:00
DEMO-00343-2,DEMO-00343,2026-08-12,Compact A,A,Paint,PASS,None,0,2026-08-12T16:00:00
DEMO-00812-2,DEMO-00812,2026-08-28,Compact B,B,Paint,PASS,None,0,2026-08-28T16:00:00
DEMO-00149-1,DEMO-00149,2026-08-05,Compact A,B,Body,PASS,None,0,2026-08-05T16:00:00
DEMO-00808-3,DEMO-00808,2026-08-27,Compact B,A,Final,PASS,None,0,2026-08-27T16:00:00
DEMO-00415-3,DEMO-00415,2026-08-14,Compact A,A,Final,FAIL,Fit and finish,23,2026-08-14T16:00:00
DEMO-00140-2,DEMO-00140,2026-08-05,Compact B,B,Paint,PASS,None,0,2026-08-05T16:00:00
DEMO-00135-3,DEMO-00135,2026-08-05,Compact A,C,Final,PASS,None,0,2026-08-05T16:00:00
DEMO-00420-1,DEMO-00420,2026-08-14,Compact B,C,Body,PASS,None,0,2026-08-14T16:00:00
DEMO-00828-3,DEMO-00828,2026-08-28,Compact B,C,Final,PASS,None,0,2026-08-28T16:00:00
DEMO-00193-2,DEMO-00193,2026-08-07,Compact A,A,Paint,PASS,None,0,2026-08-07T16:00:00
DEMO-00439-1,DEMO-00439,2026-08-15,Compact A,A,Body,PASS,None,0,2026-08-15T16:00:00
DEMO-00178-1,DEMO-00178,2026-08-06,Compact B,A,Body,PASS,None,0,2026-08-06T16:00:00
DEMO-00029-3,DEMO-00029,2026-08-01,Compact A,B,Final,PASS,None,0,2026-08-01T16:00:00
DEMO-00182-3,DEMO-00182,2026-08-07,Compact B,B,Final,PASS,None,0,2026-08-07T16:00:00
DEMO-00010-1,DEMO-00010,2026-08-01,Compact B,A, body , pass ,None,0,2026-08-01T16:00:00
DEMO-00779-2,DEMO-00779,2026-08-26,Compact A,B,Paint,PASS,None,0,2026-08-26T16:00:00
DEMO-00725-2,DEMO-00725,2026-08-25,Compact A,B,Paint,PASS,None,0,2026-08-25T16:00:00
DEMO-00666-2,DEMO-00666,2026-08-23,Compact B,C,Paint,PASS,None,0,2026-08-23T16:00:00
DEMO-00492-1,DEMO-00492,2026-08-17,Compact B,C,Body,PASS,None,0,2026-08-17T16:00:00
DEMO-00363-2,DEMO-00363,2026-08-13,Compact A,C,Paint,PASS,None,0,2026-08-13T16:00:00
DEMO-00256-1,DEMO-00256,2026-08-09,Compact B,A,Body,FAIL,Weld appearance,42,2026-08-09T16:00:00
DEMO-00301-2,DEMO-00301,2026-08-11,Compact A,A,Paint,PASS,None,0,2026-08-11T16:00:00
DEMO-00032-2,DEMO-00032,2026-08-02,Compact B,B,Paint,PASS,None,0,2026-08-02T16:00:00
DEMO-00703-2,DEMO-00703,2026-08-24,Compact A,A,Paint,PASS,None,0,2026-08-24T16:00:00
DEMO-00088-1,DEMO-00088,2026-08-03,Compact B,A,Body,PASS,None,0,2026-08-03T16:00:00
DEMO-00375-3,DEMO-00375,2026-08-13,Compact A,C,Final,PASS,None,0,2026-08-13T16:00:00
DEMO-00426-2,DEMO-00426,2026-08-15,Compact B,C,Paint,PASS,None,0,2026-08-15T16:00:00
DEMO-00712-3,DEMO-00712,2026-08-24,Compact B,A,Final,PASS,None,0,2026-08-24T16:00:00
DEMO-00016-3,DEMO-00016,2026-08-01,Compact B,A,Final,PASS,None,0,2026-08-01T16:00:00
DEMO-00778-3,DEMO-00778,2026-08-26,Compact B,A,Final,PASS,None,0,2026-08-26T16:00:00
DEMO-00207-1,DEMO-00207,2026-08-07,Compact A,C,Body,PASS,None,0,2026-08-07T16:00:00
DEMO-00316-1,DEMO-00316,2026-08-11,Compact B,A,Body,FAIL,Weld appearance,31,2026-08-11T16:00:00
DEMO-00219-2,DEMO-00219,2026-08-08,Compact A,C,Paint,FAIL,Paint finish,44,2026-08-08T16:00:00
DEMO-00197-2,DEMO-00197,2026-08-07,Compact A,B,Paint,PASS,None,0,2026-08-07T16:00:00
DEMO-00309-2,DEMO-00309,2026-08-11,Compact A,C,Paint,PASS,None,0,2026-08-11T16:00:00
DEMO-00538-1,DEMO-00538,2026-08-18,Compact B,A,Body,PASS,None,0,2026-08-18T16:00:00
DEMO-00639-3,DEMO-00639,2026-08-22,Compact A,C,Final,PASS,None,0,2026-08-22T16:00:00
DEMO-00541-1,DEMO-00541,2026-08-19,Compact A,A,Body,PASS,None,0,2026-08-19T16:00:00
DEMO-00244-2,DEMO-00244,2026-08-09,Compact B,A,Paint,PASS,None,0,2026-08-09T16:00:00
DEMO-00223-3,DEMO-00223,2026-08-08,Compact A,A,Final,PASS,None,0,2026-08-08T16:00:00
DEMO-00405-3,DEMO-00405,2026-08-14,Compact A,C,Final,PASS,None,0,2026-08-14T16:00:00
DEMO-00339-2,DEMO-00339,2026-08-12,Compact A,C,Paint,PASS,None,0,2026-08-12T16:00:00
DEMO-00474-1,DEMO-00474,2026-08-16,Compact B,C,Body,PASS,None,0,2026-08-16T16:00:00
DEMO-00356-3,DEMO-00356,2026-08-12,Compact B,B,Final,PASS,None,0,2026-08-12T16:00:00
DEMO-00571-2,DEMO-00571,2026-08-20,Compact A,A,Paint,PASS,None,0,2026-08-20T16:00:00
DEMO-00023-1,DEMO-00023,2026-08-01,Compact A,B,Body,PASS,None,0,2026-08-01T16:00:00
DEMO-00077-2,DEMO-00077,2026-08-03,Compact A,B,Paint,PASS,None,0,2026-08-03T16:00:00
DEMO-00817-1,DEMO-00817,2026-08-28,Compact A,A,Body,PASS,None,0,2026-08-28T16:00:00
DEMO-00387-3,DEMO-00387,2026-08-13,Compact A,C,Final,PASS,None,0,2026-08-13T16:00:00
DEMO-00610-2,DEMO-00610,2026-08-21,Compact B,A,Paint,FAIL,Paint finish,11,2026-08-21T16:00:00
DEMO-00792-2,DEMO-00792,2026-08-27,Compact B,C,Paint,PASS,None,0,2026-08-27T16:00:00
DEMO-00791-3,DEMO-00791,2026-08-27,Compact A,B,Final,PASS,None,0,2026-08-27T16:00:00
DEMO-00754-2,DEMO-00754,2026-08-26,Compact B,A,Paint,PASS,None,0,2026-08-26T16:00:00
DEMO-00168-2,DEMO-00168,2026-08-06,Compact B,C,Paint,PASS,None,0,2026-08-06T16:00:00
DEMO-00145-2,DEMO-00145,2026-08-05,Compact A,A,Paint,PASS,None,0,2026-08-05T16:00:00
DEMO-00190-1,DEMO-00190,2026-08-07,Compact B,A,Body,FAIL,Panel gap,16,2026-08-07T16:00:00
DEMO-00416-3,DEMO-00416,2026-08-14,Compact B,B,Final,PASS,None,0,2026-08-14T16:00:00
DEMO-00702-2,DEMO-00702,2026-08-24,Compact B,C,Paint,PASS,None,0,2026-08-24T16:00:00
DEMO-00017-3,DEMO-00017,2026-08-01,Compact A,B,Final,PASS,None,0,2026-08-01T16:00:00
DEMO-00764-1,DEMO-00764,2026-08-26,Compact B,B,Body,PASS,None,0,2026-08-26T16:00:00
DEMO-00539-3,DEMO-00539,2026-08-18,Compact A,B,Final,FAIL,Fit and finish,20,2026-08-18T16:00:00
DEMO-00251-2,DEMO-00251,2026-08-09,Compact A,B,Paint,PASS,None,0,2026-08-09T16:00:00
DEMO-00282-3,DEMO-00282,2026-08-10,Compact B,C,Final,PASS,None,0,2026-08-10T16:00:00
DEMO-00018-1,DEMO-00018,2026-08-01,Compact B,C,Body,PASS,None,0,2026-08-01T16:00:00
DEMO-00667-1,DEMO-00667,2026-08-23,Compact A,A,Body,PASS,None,0,2026-08-23T16:00:00
DEMO-00472-2,DEMO-00472,2026-08-16,Compact B,A,Paint,PASS,None,0,2026-08-16T16:00:00
DEMO-00536-1,DEMO-00536,2026-08-18,Compact B,B,Body,PASS,None,0,2026-08-18T16:00:00
DEMO-00238-1,DEMO-00238,2026-08-08,Compact B,A,Body,PASS,None,0,2026-08-08T16:00:00
DEMO-00786-3,DEMO-00786,2026-08-27,Compact B,C,Final,PASS,None,0,2026-08-27T16:00:00
DEMO-00811-1,DEMO-00811,2026-08-28,Compact A,A,Body,PASS,None,0,2026-08-28T16:00:00
DEMO-00696-2,DEMO-00696,2026-08-24,Compact B,C,Paint,PASS,None,0,2026-08-24T16:00:00
DEMO-00360-1,DEMO-00360,2026-08-12,Compact B,C,Body,PASS,None,0,2026-08-12T16:00:00
DEMO-00664-1,DEMO-00664,2026-08-23,Compact B,A,Body,PASS,None,0,2026-08-23T16:00:00
DEMO-00170-2,DEMO-00170,2026-08-06,Compact B,B,Paint,PASS,None,0,2026-08-06T16:00:00
DEMO-00782-1,DEMO-00782,2026-08-27,Compact B,B,Body,PASS,None,0,2026-08-27T16:00:00
DEMO-00300-3,DEMO-00300,2026-08-10,Compact B,C,Final,PASS,None,0,2026-08-10T16:00:00
DEMO-00019-3,DEMO-00019,2026-08-01,Compact A,A,Final,PASS,None,0,2026-08-01T16:00:00
DEMO-00583-2,DEMO-00583,2026-08-20,Compact A,A,Paint,PASS,None,0,2026-08-20T16:00:00
DEMO-00409-3,DEMO-00409,2026-08-14,Compact A,A,Final,FAIL,Function check,36,2026-08-14T16:00:00
DEMO-00123-3,DEMO-00123,2026-08-05,Compact A,C,Final,PASS,None,0,2026-08-05T16:00:00
DEMO-00141-3,DEMO-00141,2026-08-05,Compact A,C,Final,PASS,None,0,2026-08-05T16:00:00
DEMO-00452-3,DEMO-00452,2026-08-16,Compact B,B,Final,PASS,None,0,2026-08-16T16:00:00
DEMO-00631-2,DEMO-00631,2026-08-22,Compact A,A,Paint,PASS,None,0,2026-08-22T16:00:00
DEMO-00594-1,DEMO-00594,2026-08-20,Compact B,C,Body,PASS,None,0,2026-08-20T16:00:00
DEMO-00133-2,DEMO-00133,2026-08-05,Compact A,A,Paint,PASS,None,0,2026-08-05T16:00:00
DEMO-00561-3,DEMO-00561,2026-08-19,Compact A,C,Final,PASS,None,0,2026-08-19T16:00:00
DEMO-00684-1,DEMO-00684,2026-08-23,Compact B,C,Body,PASS,None,0,2026-08-23T16:00:00
DEMO-00101-1,DEMO-00101,2026-08-04,Compact A,B,Body,PASS,None,0,2026-08-04T16:00:00
DEMO-00620-1,DEMO-00620,2026-08-21,Compact B,B,Body,PASS,None,0,2026-08-21T16:00:00
DEMO-00029-1,DEMO-00029,2026-08-01,Compact A,B,Body,FAIL,Weld appearance,41,2026-08-01T16:00:00
DEMO-00679-2,DEMO-00679,2026-08-23,Compact A,A,Paint,PASS,None,0,2026-08-23T16:00:00
DEMO-00047-1,DEMO-00047,2026-08-02,Compact A,B,Body,PASS,None,0,2026-08-02T16:00:00
DEMO-00488-2,DEMO-00488,2026-08-17,Compact B,B,Paint,PASS,None,0,2026-08-17T16:00:00
DEMO-00828-1,DEMO-00828,2026-08-28,Compact B,C,Body,PASS,None,0,2026-08-28T16:00:00
DEMO-00296-3,DEMO-00296,2026-08-10,Compact B,B,Final,PASS,None,0,2026-08-10T16:00:00
DEMO-00391-1,DEMO-00391,2026-08-14,Compact A,A,Body,PASS,None,0,2026-08-14T16:00:00
DEMO-00550-1,DEMO-00550,2026-08-19,Compact B,A,Body,PASS,None,0,2026-08-19T16:00:00
DEMO-00784-1,DEMO-00784,2026-08-27,Compact B,A,Body,PASS,None,0,2026-08-27T16:00:00
DEMO-00021-3,DEMO-00021,2026-08-01,Compact A,C,Final,FAIL,Function check,40,2026-08-01T16:00:00
DEMO-00678-3,DEMO-00678,2026-08-23,Compact B,C,Final,PASS,None,0,2026-08-23T16:00:00
DEMO-00292-2,DEMO-00292,2026-08-10,Compact B,A,Paint,PASS,None,0,2026-08-10T16:00:00
DEMO-00484-2,DEMO-00484,2026-08-17,Compact B,A,Paint,PASS,None,0,2026-08-17T16:00:00
DEMO-00673-3,DEMO-00673,2026-08-23,Compact A,A,Final,PASS,None,0,2026-08-23T16:00:00
DEMO-00475-3,DEMO-00475,2026-08-16,Compact A,A,Final,FAIL,Function check,29,2026-08-16T16:00:00
DEMO-00165-1,DEMO-00165,2026-08-06,Compact A,C,Body,PASS,None,0,2026-08-06T16:00:00
DEMO-00638-1,DEMO-00638,2026-08-22,Compact B,B,Body,PASS,None,0,2026-08-22T16:00:00
DEMO-00766-2,DEMO-00766,2026-08-26,Compact B,A,Paint,FAIL,Paint finish,33,2026-08-26T16:00:00
DEMO-00746-2,DEMO-00746,2026-08-25,Compact B,B,Paint,PASS,None,0,2026-08-25T16:00:00
DEMO-00287-3,DEMO-00287,2026-08-10,Compact A,B,Final,FAIL,Fit and finish,39,2026-08-10T16:00:00
DEMO-00699-2,DEMO-00699,2026-08-24,Compact A,C,Paint,PASS,None,0,2026-08-24T16:00:00
DEMO-00670-1,DEMO-00670,2026-08-23,Compact B,A,Body,FAIL,Weld appearance,19,2026-08-23T16:00:00
DEMO-00055-2,DEMO-00055,2026-08-02,Compact A,A,Paint,PASS,None,0,2026-08-02T16:00:00
DEMO-00634-3,DEMO-00634,2026-08-22,Compact B,A,Final,PASS,None,0,2026-08-22T16:00:00
DEMO-00740-2,DEMO-00740,2026-08-25,Compact B,B,Paint,PASS,None,0,2026-08-25T16:00:00
DEMO-00786-1,DEMO-00786,2026-08-27,Compact B,C,Body,PASS,None,0,2026-08-27T16:00:00
DEMO-00183-1,DEMO-00183,2026-08-07,Compact A,C,Body,PASS,None,0,2026-08-07T16:00:00
DEMO-00312-1,DEMO-00312,2026-08-11,Compact B,C,Body,PASS,None,0,2026-08-11T16:00:00
DEMO-00777-3,DEMO-00777,2026-08-26,Compact A,C,Final,PASS,None,0,2026-08-26T16:00:00
DEMO-00733-2,DEMO-00733,2026-08-25,Compact A,A,Paint,PASS,None,0,2026-08-25T16:00:00
DEMO-00048-3,DEMO-00048,2026-08-02,Compact B,C,Final,PASS,None,0,2026-08-02T16:00:00
DEMO-00839-2,DEMO-00839,2026-08-28,Compact A,B,Paint,PASS,None,0,2026-08-28T16:00:00
DEMO-00089-3,DEMO-00089,2026-08-03,Compact A,B,Final,PASS,None,0,2026-08-03T16:00:00
DEMO-00406-1,DEMO-00406,2026-08-14,Compact B,A,Body,PASS,None,0,2026-08-14T16:00:00
DEMO-00473-1,DEMO-00473,2026-08-16,Compact A,B,Body,PASS,None,0,2026-08-16T16:00:00
DEMO-00466-2,DEMO-00466,2026-08-16,Compact B,A,Paint,PASS,None,0,2026-08-16T16:00:00
DEMO-00569-1,DEMO-00569,2026-08-19,Compact A,B,Body,PASS,None,0,2026-08-19T16:00:00
DEMO-00200-3,DEMO-00200,2026-08-07,Compact B,B,Final,PASS,None,0,2026-08-07T16:00:00
DEMO-00557-2,DEMO-00557,2026-08-19,Compact A,B,Paint,FAIL,Surface inclusion,39,2026-08-19T16:00:00
DEMO-00498-2,DEMO-00498,2026-08-17,Compact B,C,Paint,PASS,None,0,2026-08-17T16:00:00
DEMO-00113-3,DEMO-00113,2026-08-04,Compact A,B,Final,PASS,None,0,2026-08-04T16:00:00
DEMO-00138-3,DEMO-00138,2026-08-05,Compact B,C,Final,PASS,None,0,2026-08-05T16:00:00
DEMO-00641-1,DEMO-00641,2026-08-22,Compact A,B,Body,PASS,None,0,2026-08-22T16:00:00
DEMO-00577-3,DEMO-00577,2026-08-20,Compact A,A,Final,FAIL,Fit and finish,38,2026-08-20T16:00:00
DEMO-00026-1,DEMO-00026,2026-08-01,Compact B,B,Body,PASS,None,0,2026-08-01T16:00:00
DEMO-00294-1,DEMO-00294,2026-08-10,Compact B,C,Body,PASS,None,0,2026-08-10T16:00:00
DEMO-00314-1,DEMO-00314,2026-08-11,Compact B,B,Body,PASS,None,0,2026-08-11T16:00:00
DEMO-00286-1,DEMO-00286,2026-08-10,Compact B,A,Body,PASS,None,0,2026-08-10T16:00:00
DEMO-00202-1,DEMO-00202,2026-08-07,Compact B,A,Body,PASS,None,0,2026-08-07T16:00:00
DEMO-00760-1,DEMO-00760,2026-08-26,Compact B,A,Body,PASS,None,0,2026-08-26T16:00:00
DEMO-00773-1,DEMO-00773,2026-08-26,Compact A,B,Body,PASS,None,0,2026-08-26T16:00:00
DEMO-00538-2,DEMO-00538,2026-08-18,Compact B,A,Paint,PASS,None,0,2026-08-18T16:00:00
DEMO-00444-3,DEMO-00444,2026-08-15,Compact B,C,Final,PASS,None,0,2026-08-15T16:00:00
DEMO-00144-3,DEMO-00144,2026-08-05,Compact B,C,Final,PASS,None,0,2026-08-05T16:00:00
DEMO-00793-2,DEMO-00793,2026-08-27,Compact A,A,Paint,PASS,None,0,2026-08-27T16:00:00
DEMO-00480-3,DEMO-00480,2026-08-16,Compact B,C,Final,PASS,None,0,2026-08-16T16:00:00
DEMO-00819-1,DEMO-00819,2026-08-28,Compact A,C,Body,PASS,None,0,2026-08-28T16:00:00
DEMO-00510-3,DEMO-00510,2026-08-17,Compact B,C,Final,PASS,None,0,2026-08-17T16:00:00
DEMO-00535-2,DEMO-00535,2026-08-18,Compact A,A,Paint,FAIL,Paint finish,36,2026-08-18T16:00:00
DEMO-00521-3,DEMO-00521,2026-08-18,Compact A,B,Final,PASS,None,0,2026-08-18T16:00:00
DEMO-00175-3,DEMO-00175,2026-08-06,Compact A,A,Final,PASS,None,0,2026-08-06T16:00:00
DEMO-00735-1,DEMO-00735,2026-08-25,Compact A,C,Body,PASS,None,0,2026-08-25T16:00:00
DEMO-00819-3,DEMO-00819,2026-08-28,Compact A,C,Final,PASS,None,0,2026-08-28T16:00:00
DEMO-00179-2,DEMO-00179,2026-08-06,Compact A,B,Paint,PASS,None,0,2026-08-06T16:00:00
DEMO-00301-3,DEMO-00301,2026-08-11,Compact A,A,Final,FAIL,Fit and finish,41,2026-08-11T16:00:00
DEMO-00176-3,DEMO-00176,2026-08-06,Compact B,B,Final,PASS,None,0,2026-08-06T16:00:00
DEMO-00149-3,DEMO-00149,2026-08-05,Compact A,B,Final,PASS,None,0,2026-08-05T16:00:00
DEMO-00756-1,DEMO-00756,2026-08-26,Compact B,C,Body,FAIL,Panel gap,12,2026-08-26T16:00:00
DEMO-00668-1,DEMO-00668,2026-08-23,Compact B,B,Body,FAIL,Weld appearance,32,2026-08-23T16:00:00
DEMO-00775-1,DEMO-00775,2026-08-26,Compact A,A,Body,PASS,None,0,2026-08-26T16:00:00
DEMO-00527-3,DEMO-00527,2026-08-18,Compact A,B,Final,PASS,None,0,2026-08-18T16:00:00
DEMO-00708-1,DEMO-00708,2026-08-24,Compact B,C,Body,PASS,None,0,2026-08-24T16:00:00
DEMO-00126-2,DEMO-00126,2026-08-05,Compact B,C,Paint,FAIL,Surface inclusion,47,2026-08-05T16:00:00
DEMO-00663-3,DEMO-00663,2026-08-23,Compact A,C,Final,PASS,None,0,2026-08-23T16:00:00
DEMO-00204-2,DEMO-00204,2026-08-07,Compact B,C,Paint,PASS,None,0,2026-08-07T16:00:00
DEMO-00542-1,DEMO-00542,2026-08-19,Compact B,B,Body,PASS,None,0,2026-08-19T16:00:00
DEMO-00214-3,DEMO-00214,2026-08-08,Compact B,A,Final,PASS,None,0,2026-08-08T16:00:00
DEMO-00764-2,DEMO-00764,2026-08-26,Compact B,B,Paint,FAIL,Surface inclusion,40,2026-08-26T16:00:00
DEMO-00525-3,DEMO-00525,2026-08-18,Compact A,C,Final,PASS,None,0,2026-08-18T16:00:00
DEMO-00015-3,DEMO-00015,2026-08-01,Compact A,C,Final,PASS,None,0,2026-08-01T16:00:00
DEMO-00451-2,DEMO-00451,2026-08-16,Compact A,A,Paint,FAIL,Surface inclusion,31,2026-08-16T16:00:00
DEMO-00090-3,DEMO-00090,2026-08-03,Compact B,C,Final,PASS,None,0,2026-08-03T16:00:00
DEMO-00228-1,DEMO-00228,2026-08-08,Compact B,C,Body,PASS,None,0,2026-08-08T16:00:00
DEMO-00642-3,DEMO-00642,2026-08-22,Compact B,C,Final,PASS,None,0,2026-08-22T16:00:00
DEMO-00174-2,DEMO-00174,2026-08-06,Compact B,C,Paint,PASS,None,0,2026-08-06T16:00:00
DEMO-00728-2,DEMO-00728,2026-08-25,Compact B,B,Paint,PASS,None,0,2026-08-25T16:00:00
DEMO-00698-3,DEMO-00698,2026-08-24,Compact B,B,Final,FAIL,Fit and finish,29,2026-08-24T16:00:00
DEMO-00204-3,DEMO-00204,2026-08-07,Compact B,C,Final,PASS,None,0,2026-08-07T16:00:00
DEMO-00032-1,DEMO-00032,2026-08-02,Compact B,B,Body,PASS,None,0,2026-08-02T16:00:00
DEMO-00025-1,DEMO-00025,2026-08-01,Compact A,A,Body,PASS,None,0,2026-08-01T16:00:00
DEMO-00337-3,DEMO-00337,2026-08-12,Compact A,A,Final,PASS,None,0,2026-08-12T16:00:00
DEMO-00300-1,DEMO-00300,2026-08-10,Compact B,C,Body,FAIL,Weld appearance,23,2026-08-10T16:00:00
DEMO-00090-2,DEMO-00090,2026-08-03,Compact B,C,Paint,PASS,None,0,2026-08-03T16:00:00
DEMO-00556-3,DEMO-00556,2026-08-19,Compact B,A,Final,PASS,None,0,2026-08-19T16:00:00
DEMO-00831-2,DEMO-00831,2026-08-28,Compact A,C,Paint,PASS,None,0,2026-08-28T16:00:00
DEMO-00400-1,DEMO-00400,2026-08-14,Compact B,A,Body,PASS,None,0,2026-08-14T16:00:00
DEMO-00581-1,DEMO-00581,2026-08-20,Compact A,B,Body,PASS,None,0,2026-08-20T16:00:00
DEMO-00401-2,DEMO-00401,2026-08-14,Compact A,B,Paint,FAIL,Surface inclusion,38,2026-08-14T16:00:00
DEMO-00159-3,DEMO-00159,2026-08-06,Compact A,C,Final,PASS,None,0,2026-08-06T16:00:00
DEMO-00388-2,DEMO-00388,2026-08-13,Compact B,A,Paint,PASS,None,0,2026-08-13T16:00:00
DEMO-00447-2,DEMO-00447,2026-08-15,Compact A,C,Paint,PASS,None,0,2026-08-15T16:00:00
DEMO-00505-1,DEMO-00505,2026-08-17,Compact A,A,Body,PASS,None,0,2026-08-17T16:00:00
DEMO-00066-3,DEMO-00066,2026-08-03,Compact B,C,Final,PASS,None,0,2026-08-03T16:00:00
DEMO-00173-1,DEMO-00173,2026-08-06,Compact A,B,Body,PASS,None,0,2026-08-06T16:00:00
DEMO-00607-1,DEMO-00607,2026-08-21,Compact A,A,Body,PASS,None,0,2026-08-21T16:00:00
DEMO-00320-1,DEMO-00320,2026-08-11,Compact B,B,Body,PASS,None,0,2026-08-11T16:00:00
DEMO-00838-3,DEMO-00838,2026-08-28,Compact B,A,Final,PASS,None,0,2026-08-28T16:00:00
DEMO-00647-2,DEMO-00647,2026-08-22,Compact A,B,Paint,PASS,None,0,2026-08-22T16:00:00
DEMO-00117-2,DEMO-00117,2026-08-04,Compact A,C,Paint,PASS,None,0,2026-08-04T16:00:00
DEMO-00832-3,DEMO-00832,2026-08-28,Compact B,A,Final,PASS,None,0,2026-08-28T16:00:00
DEMO-00548-1,DEMO-00548,2026-08-19,Compact B,B,Body,PASS,None,0,2026-08-19T16:00:00
DEMO-00336-1,DEMO-00336,2026-08-12,Compact B,C,Body,PASS,None,0,2026-08-12T16:00:00
DEMO-00111-2,DEMO-00111,2026-08-04,Compact A,C,Paint,PASS,None,0,2026-08-04T16:00:00
DEMO-00428-3,DEMO-00428,2026-08-15,Compact B,B,Final,PASS,None,0,2026-08-15T16:00:00
DEMO-00576-2,DEMO-00576,2026-08-20,Compact B,C,Paint,FAIL,Paint finish,12,2026-08-20T16:00:00
DEMO-00229-2,DEMO-00229,2026-08-08,Compact A,A,Paint,PASS,None,0,2026-08-08T16:00:00
DEMO-00225-1,DEMO-00225,2026-08-08,Compact A,C,Body,FAIL,Panel gap,29,2026-08-08T16:00:00
DEMO-00710-1,DEMO-00710,2026-08-24,Compact B,B,Body,PASS,None,0,2026-08-24T16:00:00
DEMO-00800-3,DEMO-00800,2026-08-27,Compact B,B,Final,PASS,None,0,2026-08-27T16:00:00
DEMO-00211-1,DEMO-00211,2026-08-08,Compact A,A,Body,PASS,None,0,2026-08-08T16:00:00
DEMO-00574-3,DEMO-00574,2026-08-20,Compact B,A,Final,PASS,None,0,2026-08-20T16:00:00
DEMO-00283-2,DEMO-00283,2026-08-10,Compact A,A,Paint,PASS,None,0,2026-08-10T16:00:00
DEMO-00527-2,DEMO-00527,2026-08-18,Compact A,B,Paint,FAIL,Surface inclusion,8,2026-08-18T16:00:00
DEMO-00131-1,DEMO-00131,2026-08-05,Compact A,B,Body,PASS,None,0,2026-08-05T16:00:00
DEMO-00791-2,DEMO-00791,2026-08-27,Compact A,B,Paint,PASS,None,0,2026-08-27T16:00:00
